,satisfaction,gender,customer_type,age,travel_type,class,distance,seat_comfort,dep_val_time_convenient,food_drink,gate,wifi_service,entertainment,online_support,online_booking_service,onboard_service,leg_room_service,baggage_handling,checkin_service,cleanliness,online_boarding,departure_delay_minutes,arrival_delay_minutes
95168,satisfied,Male,Loyal Customer,44,Business travel,Business,605,5,5,5,5,4,5,2,4,4,4,4,4,4,3,0,0.0
95169,neutral or dissatisfied,Female,Loyal Customer,48,Business travel,Business,568,4,4,4,4,2,2,2,4,4,4,4,1,4,1,0,0.0
95170,satisfied,Female,Loyal Customer,38,Business travel,Business,2983,2,2,2,2,3,1,4,4,4,4,4,5,4,3,0,0.0
95171,satisfied,Male,Loyal Customer,29,Business travel,Business,4417,1,1,1,1,4,4,4,4,3,5,5,2,4,4,0,4.0
95172,satisfied,Female,Loyal Customer,55,Business travel,Business,3766,1,1,1,1,1,2,2,4,4,4,4,3,4,3,0,0.0
95173,satisfied,Male,Loyal Customer,54,Business travel,Business,607,1,1,3,1,4,5,4,4,4,4,4,5,4,5,2,0.0
95174,satisfied,Male,Loyal Customer,48,Business travel,Business,2057,2,2,2,2,4,5,4,4,4,4,4,3,4,4,0,0.0
95175,satisfied,Male,Loyal Customer,44,Business travel,Business,2004,1,1,1,1,4,4,5,4,4,4,4,3,4,5,0,0.0
95176,neutral or dissatisfied,Male,Loyal Customer,42,Business travel,Business,4022,4,2,2,2,2,2,2,4,4,4,4,3,4,3,14,3.0
95177,satisfied,Female,Loyal Customer,40,Business travel,Business,2422,2,2,2,2,3,5,5,4,4,4,4,3,4,3,35,40.0
95178,satisfied,Female,Loyal Customer,37,Business travel,Business,3331,4,4,4,4,5,3,5,4,4,4,4,5,4,2,0,0.0
95179,satisfied,Male,Loyal Customer,35,Business travel,Business,2237,2,2,2,2,4,5,1,4,4,4,4,4,4,4,18,3.0
95180,satisfied,Female,Loyal Customer,32,Business travel,Business,1981,2,2,2,2,4,4,4,4,5,4,5,4,5,4,0,0.0
95181,satisfied,Male,Loyal Customer,32,Business travel,Business,2489,5,5,5,5,4,4,4,4,4,2,2,4,3,4,183,192.0
95182,satisfied,Male,Loyal Customer,41,Business travel,Business,2292,1,1,1,1,5,4,5,4,4,4,4,3,4,5,0,3.0
95183,satisfied,Female,Loyal Customer,27,Business travel,Business,3521,5,5,5,5,4,4,4,4,5,4,4,1,4,4,0,0.0
95184,satisfied,Male,Loyal Customer,41,Business travel,Business,585,2,2,2,2,3,3,2,4,4,4,4,2,4,4,30,24.0
95185,satisfied,Female,Loyal Customer,32,Business travel,Business,3651,2,2,2,2,4,4,4,4,3,2,5,4,5,4,0,0.0
95186,satisfied,Male,Loyal Customer,54,Business travel,Business,566,5,5,5,5,2,4,5,4,4,4,4,4,4,5,0,0.0
95187,satisfied,Female,Loyal Customer,59,Business travel,Business,564,4,4,2,4,5,4,4,4,4,4,4,5,4,4,7,22.0
95188,satisfied,Male,Loyal Customer,36,Business travel,Business,555,4,2,4,4,5,1,5,4,4,4,4,3,4,5,6,0.0
95189,satisfied,Female,Loyal Customer,30,Business travel,Business,2191,4,4,4,4,4,4,4,4,4,3,4,4,4,4,16,14.0
95190,satisfied,Female,Loyal Customer,28,Business travel,Business,2062,3,3,3,3,4,4,4,4,3,2,5,3,5,4,15,29.0
95191,satisfied,Male,Loyal Customer,58,Business travel,Business,2648,2,2,2,2,4,4,5,4,4,4,4,3,4,5,21,22.0
95192,satisfied,Male,Loyal Customer,51,Business travel,Business,572,3,3,3,3,1,1,1,4,4,4,4,5,4,2,0,0.0
95193,satisfied,Female,Loyal Customer,46,Business travel,Business,569,4,4,4,4,5,4,4,4,4,4,4,3,4,5,0,4.0
95194,satisfied,Female,Loyal Customer,42,Business travel,Business,3426,1,1,1,1,3,4,4,4,4,4,4,5,4,4,27,22.0
95195,satisfied,Male,Loyal Customer,41,Business travel,Business,1709,4,4,4,4,3,4,4,4,4,4,4,4,4,5,0,0.0
95196,satisfied,Female,Loyal Customer,38,Business travel,Business,2733,5,5,5,5,4,4,5,4,4,4,4,5,4,3,0,0.0
95197,satisfied,Female,Loyal Customer,34,Business travel,Business,1974,4,4,4,4,2,5,5,4,4,4,4,3,4,5,0,0.0
95198,satisfied,Female,Loyal Customer,32,Business travel,Business,1639,2,2,2,2,4,4,4,4,4,2,4,3,4,4,0,0.0
95199,satisfied,Female,Loyal Customer,51,Business travel,Business,2401,1,1,1,1,3,4,5,4,4,4,4,3,4,5,7,2.0
95200,satisfied,Female,Loyal Customer,47,Business travel,Business,580,1,1,1,1,5,5,5,4,4,4,4,4,4,5,0,0.0
95201,satisfied,Female,Loyal Customer,47,Business travel,Business,2131,2,2,2,2,4,4,4,4,4,4,4,3,4,4,63,57.0
95202,satisfied,Male,Loyal Customer,27,Business travel,Business,4694,1,1,1,1,4,4,4,4,5,4,5,5,4,4,0,2.0
95203,satisfied,Female,Loyal Customer,24,Business travel,Business,1910,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,0.0
95204,satisfied,Female,Loyal Customer,23,Business travel,Business,1623,5,5,5,5,4,4,4,4,3,3,5,3,4,4,0,0.0
95205,satisfied,Female,Loyal Customer,45,Business travel,Business,2636,4,4,4,4,2,1,1,4,4,4,4,1,4,3,1,0.0
95206,satisfied,Male,Loyal Customer,60,Business travel,Business,555,3,3,3,3,2,4,4,4,4,4,4,4,4,4,5,0.0
95207,satisfied,Female,Loyal Customer,57,Business travel,Business,3983,2,2,1,2,4,4,4,5,4,4,5,4,3,4,184,167.0
95208,satisfied,Male,Loyal Customer,51,Business travel,Business,2905,4,4,4,4,5,5,4,4,4,4,4,3,4,5,0,0.0
95209,satisfied,Male,Loyal Customer,46,Business travel,Business,2814,3,3,5,3,4,4,4,4,4,4,4,5,4,3,13,4.0
95210,satisfied,Male,Loyal Customer,43,Business travel,Business,2982,2,2,3,2,2,5,5,4,4,4,4,4,4,5,45,74.0
95211,satisfied,Female,Loyal Customer,33,Business travel,Business,3702,5,5,5,5,5,5,4,4,4,4,4,3,4,3,0,0.0
95212,satisfied,Female,Loyal Customer,27,Business travel,Business,4424,3,3,3,3,4,4,4,4,2,2,4,1,5,4,109,120.0
95213,satisfied,Male,Loyal Customer,18,Business travel,Business,3342,1,1,2,1,4,4,4,4,3,2,5,5,4,4,0,0.0
95214,satisfied,Male,Loyal Customer,17,Business travel,Business,5225,5,5,5,5,4,4,4,4,2,3,5,4,3,4,0,0.0
95215,satisfied,Male,Loyal Customer,49,Business travel,Business,1852,5,5,5,5,3,4,5,4,4,4,4,5,4,3,19,12.0
95216,satisfied,Male,Loyal Customer,43,Business travel,Business,3720,2,3,2,2,5,4,5,4,4,4,4,3,4,5,0,11.0
95217,satisfied,Female,Loyal Customer,39,Business travel,Business,549,5,5,5,5,2,4,4,4,4,4,4,3,4,5,20,16.0
95218,neutral or dissatisfied,Female,Loyal Customer,28,Business travel,Business,2333,4,3,3,3,4,4,4,4,4,3,2,4,3,4,0,0.0
95219,satisfied,Female,Loyal Customer,26,Business travel,Business,2051,2,2,2,2,4,4,4,4,3,3,4,4,5,4,0,0.0
95220,satisfied,Male,Loyal Customer,25,Business travel,Business,5850,5,5,5,5,4,4,4,4,4,5,4,4,5,4,0,0.0
95221,satisfied,Male,Loyal Customer,8,Business travel,Business,1925,4,4,5,4,4,4,4,4,5,3,5,5,5,4,1,0.0
95222,satisfied,Female,Loyal Customer,52,Business travel,Business,3080,3,3,3,3,5,5,5,4,4,4,4,4,4,5,0,0.0
95223,satisfied,Male,Loyal Customer,48,Business travel,Business,1801,5,5,5,5,3,4,4,4,4,4,4,3,4,3,0,0.0
95224,satisfied,Male,Loyal Customer,45,Business travel,Business,3153,3,3,3,3,4,4,4,4,4,4,4,4,4,5,0,3.0
95225,satisfied,Male,Loyal Customer,44,Business travel,Business,567,5,5,5,5,4,5,1,4,4,4,4,4,4,5,0,0.0
95226,satisfied,Female,Loyal Customer,45,Business travel,Business,3405,3,3,3,3,5,5,4,4,4,4,4,5,4,5,0,0.0
95227,satisfied,Male,Loyal Customer,44,Business travel,Business,3166,2,2,2,2,4,5,5,4,4,4,4,5,4,3,0,0.0
95228,satisfied,Male,Loyal Customer,27,Business travel,Business,3522,3,3,3,3,4,4,4,4,3,4,4,4,5,4,0,1.0
95229,satisfied,Male,Loyal Customer,35,Business travel,Business,1898,5,5,5,5,4,5,4,4,4,4,4,5,4,4,27,34.0
95230,satisfied,Female,Loyal Customer,57,Business travel,Business,579,5,5,5,5,4,4,4,4,4,4,4,5,4,3,0,0.0
95231,satisfied,Male,Loyal Customer,53,Business travel,Business,567,2,2,2,2,4,5,4,4,4,4,4,5,4,4,24,20.0
95232,satisfied,Male,Loyal Customer,44,Business travel,Business,2782,1,1,3,1,5,4,4,4,4,4,4,4,4,3,0,0.0
95233,satisfied,Male,Loyal Customer,43,Business travel,Business,582,1,1,3,1,5,5,4,4,4,4,4,4,4,3,115,115.0
95234,satisfied,Male,Loyal Customer,26,Business travel,Business,4556,5,5,5,5,4,4,4,4,3,2,4,4,4,4,0,0.0
95235,satisfied,Male,Loyal Customer,23,Business travel,Business,1641,3,3,3,3,4,4,4,4,5,5,1,4,4,4,0,0.0
95236,satisfied,Female,Loyal Customer,23,Business travel,Business,3038,5,5,2,5,4,4,4,4,5,5,5,5,1,4,31,63.0
95237,satisfied,Female,Loyal Customer,17,Business travel,Business,3695,5,1,5,5,4,4,4,4,3,3,5,5,4,4,0,0.0
95238,satisfied,Female,Loyal Customer,53,Business travel,Business,3530,4,4,4,4,4,5,4,4,4,4,4,3,4,4,63,61.0
95239,satisfied,Female,Loyal Customer,44,Business travel,Business,554,1,1,1,1,4,5,5,4,4,4,4,4,4,3,0,0.0
95240,satisfied,Female,Loyal Customer,32,Business travel,Business,4032,5,5,4,5,4,4,4,4,5,2,5,5,5,4,2,0.0
95241,satisfied,Male,Loyal Customer,39,Business travel,Business,556,4,4,4,4,3,1,3,4,4,4,4,4,4,4,2,3.0
95242,neutral or dissatisfied,Male,Loyal Customer,47,Business travel,Business,1938,4,2,2,2,2,3,3,4,4,4,4,4,4,3,1,12.0
95243,satisfied,Female,Loyal Customer,40,Business travel,Business,584,4,4,3,4,3,3,2,4,4,4,4,1,4,1,0,0.0
95244,satisfied,Male,Loyal Customer,38,Business travel,Business,567,1,1,1,1,5,5,4,4,4,4,4,5,4,5,0,21.0
95245,neutral or dissatisfied,Female,Loyal Customer,36,Business travel,Business,3921,4,1,1,1,2,3,3,4,4,4,4,2,4,2,38,38.0
95246,satisfied,Female,Loyal Customer,30,Business travel,Business,1534,5,5,5,5,4,4,4,4,5,3,4,4,4,4,1,0.0
95247,satisfied,Male,Loyal Customer,25,Business travel,Business,1657,2,2,2,2,4,4,4,4,5,2,5,4,4,4,0,0.0
95248,satisfied,Male,Loyal Customer,42,Business travel,Eco,2071,4,2,2,2,4,4,4,4,3,4,3,1,5,4,0,1.0
95249,neutral or dissatisfied,Male,Loyal Customer,42,Business travel,Eco,1684,4,5,5,5,4,4,4,4,2,4,3,4,2,4,0,0.0
95250,satisfied,Female,Loyal Customer,42,Business travel,Eco,817,4,2,3,2,2,5,1,4,4,4,4,2,4,4,0,0.0
95251,satisfied,Female,Loyal Customer,41,Business travel,Eco,4032,4,1,1,1,4,4,4,1,5,4,1,4,5,4,0,0.0
95252,satisfied,Male,Loyal Customer,41,Business travel,Eco Plus,3126,4,3,3,3,4,4,4,4,1,4,3,4,3,4,8,7.0
95253,satisfied,Male,Loyal Customer,41,Business travel,Eco Plus,2639,4,5,5,5,4,4,4,4,3,4,5,3,5,4,0,24.0
95254,neutral or dissatisfied,Male,Loyal Customer,41,Business travel,Eco Plus,2156,4,1,1,1,4,4,4,4,1,4,2,1,2,4,0,0.0
95255,satisfied,Female,Loyal Customer,41,Business travel,Eco,2658,4,4,3,4,4,4,4,4,3,2,4,5,2,4,0,0.0
95256,satisfied,Female,Loyal Customer,41,Business travel,Eco,2000,4,5,5,5,4,4,4,4,1,5,1,5,1,4,78,69.0
95257,satisfied,Female,Loyal Customer,41,Business travel,Eco Plus,835,4,1,1,1,1,1,1,4,4,4,4,1,4,4,0,5.0
95258,satisfied,Female,Loyal Customer,41,Business travel,Eco,1236,4,4,4,4,4,4,4,4,5,2,5,1,2,4,0,15.0
95259,satisfied,Male,Loyal Customer,41,Business travel,Eco Plus,1459,4,4,4,4,4,4,4,4,1,1,2,1,1,4,0,2.0
95260,satisfied,Female,Loyal Customer,41,Business travel,Eco Plus,463,4,4,4,4,2,2,1,4,4,4,4,4,4,4,0,0.0
95261,satisfied,Female,Loyal Customer,41,Business travel,Eco,1860,4,1,1,1,4,4,4,4,5,3,3,4,4,4,6,0.0
95262,satisfied,Male,Loyal Customer,41,Business travel,Eco,1573,4,3,3,3,4,4,4,4,5,5,5,2,5,4,0,0.0
95263,satisfied,Female,Loyal Customer,41,Business travel,Eco,1972,4,5,5,5,4,4,4,4,1,5,2,2,4,4,0,0.0
95264,satisfied,Male,Loyal Customer,41,Business travel,Eco,1611,4,1,1,1,4,4,4,4,5,1,1,5,5,4,0,0.0
95265,satisfied,Male,Loyal Customer,41,Business travel,Eco Plus,1381,4,5,5,5,4,4,4,4,4,1,5,2,4,4,0,0.0
95266,satisfied,Male,Loyal Customer,41,Business travel,Eco,1136,4,3,3,3,4,4,4,4,1,2,3,3,2,4,3,8.0
95267,satisfied,Male,Loyal Customer,41,Business travel,Eco,1383,4,2,2,2,4,4,4,4,4,2,4,3,5,4,0,0.0
95268,neutral or dissatisfied,Male,Loyal Customer,41,Business travel,Eco,1297,4,1,1,1,4,4,4,4,3,1,3,3,2,4,51,38.0
95269,satisfied,Male,Loyal Customer,41,Business travel,Eco,1502,4,2,1,1,4,4,4,4,1,1,4,5,4,4,26,27.0
95270,satisfied,Female,Loyal Customer,56,Business travel,Business,548,3,3,3,3,4,4,4,4,4,4,4,4,4,5,43,46.0
95271,satisfied,Male,Loyal Customer,48,Business travel,Business,3695,5,5,5,5,4,4,4,4,4,4,4,4,4,5,0,0.0
95272,satisfied,Female,Loyal Customer,46,Business travel,Business,543,2,5,2,2,5,5,4,4,4,4,4,5,4,4,63,57.0
95273,satisfied,Male,Loyal Customer,42,Business travel,Business,557,4,4,4,4,3,5,4,4,4,4,4,5,4,4,2,0.0
95274,satisfied,Female,Loyal Customer,29,Business travel,Business,1476,1,1,1,1,4,4,4,4,2,4,5,3,2,4,1,0.0
95275,neutral or dissatisfied,Female,Loyal Customer,26,Business travel,Business,1892,4,4,4,4,4,4,4,4,1,4,3,2,3,4,0,0.0
95276,satisfied,Male,Loyal Customer,42,Business travel,Business,3304,2,2,2,2,5,4,5,4,4,4,4,3,4,4,0,0.0
95277,satisfied,Female,Loyal Customer,46,Business travel,Business,2657,2,2,2,2,4,3,1,4,4,4,4,3,4,3,2,0.0
95278,satisfied,Male,Loyal Customer,26,Business travel,Business,4512,4,4,4,4,4,4,4,4,3,3,1,5,1,4,0,0.0
95279,satisfied,Female,Loyal Customer,49,Business travel,Business,3632,5,5,2,5,2,4,4,4,4,4,4,4,4,4,0,0.0
95280,satisfied,Male,Loyal Customer,58,Business travel,Business,530,3,3,3,3,2,4,4,4,4,4,4,4,4,4,0,0.0
95281,satisfied,Male,Loyal Customer,53,Business travel,Business,1781,4,4,4,4,4,5,4,4,4,4,4,4,4,5,0,44.0
95282,satisfied,Female,Loyal Customer,47,Business travel,Business,2461,5,5,5,5,4,4,4,4,4,4,4,4,4,3,4,7.0
95283,satisfied,Male,Loyal Customer,59,Business travel,Business,2102,4,4,4,4,2,4,4,4,4,4,4,5,4,4,8,0.0
95284,satisfied,Male,Loyal Customer,59,Business travel,Business,3859,1,1,1,1,4,5,4,4,4,4,4,4,4,4,3,7.0
95285,satisfied,Male,Loyal Customer,56,Business travel,Business,566,2,2,2,2,3,4,5,4,4,4,4,5,4,4,0,0.0
95286,satisfied,Female,Loyal Customer,54,Business travel,Business,3101,2,2,2,2,4,4,5,4,4,4,4,4,4,5,0,0.0
95287,satisfied,Male,Loyal Customer,49,Business travel,Business,3327,4,5,4,4,2,5,4,4,4,4,4,4,4,3,30,28.0
95288,satisfied,Female,Loyal Customer,47,Business travel,Business,529,2,2,2,2,5,5,4,4,4,4,4,4,4,4,0,0.0
95289,satisfied,Female,Loyal Customer,41,Business travel,Business,548,4,4,4,4,1,2,4,4,4,4,4,3,4,3,0,0.0
95290,satisfied,Female,Loyal Customer,40,Business travel,Business,528,4,4,4,4,5,5,4,4,4,4,4,5,4,5,30,8.0
95291,satisfied,Female,Loyal Customer,36,Business travel,Business,1826,3,3,3,3,2,4,5,4,4,4,4,4,4,4,56,49.0
95292,satisfied,Female,Loyal Customer,34,Business travel,Business,578,5,5,5,5,5,5,4,4,4,4,4,5,4,3,5,0.0
95293,satisfied,Female,Loyal Customer,27,Business travel,Business,4737,5,5,5,5,4,4,4,4,1,4,4,1,3,4,54,61.0
95294,satisfied,Male,Loyal Customer,60,Business travel,Business,559,1,1,1,1,1,5,1,4,4,4,4,4,4,1,0,0.0
95295,satisfied,Female,Loyal Customer,53,Business travel,Business,558,4,4,4,4,3,4,5,4,4,4,4,4,4,3,4,0.0
95296,satisfied,Male,Loyal Customer,35,Business travel,Business,2847,3,3,3,3,2,4,4,4,4,4,4,5,4,3,18,8.0
95297,satisfied,Male,Loyal Customer,32,Business travel,Business,2864,5,5,5,5,4,4,4,4,4,5,5,5,4,4,0,0.0
95298,satisfied,Female,Loyal Customer,32,Business travel,Business,2477,4,4,4,4,4,4,4,4,2,2,5,2,2,4,49,41.0
95299,satisfied,Female,Loyal Customer,29,Business travel,Business,3362,2,2,2,2,4,4,4,4,5,5,4,4,4,4,19,11.0
95300,satisfied,Female,Loyal Customer,23,Business travel,Business,1737,5,5,5,5,4,4,4,4,5,2,4,5,4,4,4,6.0
95301,satisfied,Male,Loyal Customer,79,Business travel,Business,556,1,1,4,1,1,5,1,4,4,4,4,3,4,3,0,0.0
95302,satisfied,Male,Loyal Customer,79,Business travel,Business,569,2,2,2,2,5,1,3,4,4,4,4,5,4,3,0,0.0
95303,neutral or dissatisfied,Male,Loyal Customer,54,Business travel,Business,550,4,4,3,3,1,1,2,4,4,4,4,2,4,2,6,0.0
95304,satisfied,Female,Loyal Customer,41,Business travel,Business,523,3,3,3,3,3,4,5,4,4,4,4,3,4,3,0,0.0
95305,satisfied,Male,Loyal Customer,57,Business travel,Business,2676,2,2,2,2,3,5,5,4,4,4,4,3,4,3,17,27.0
95306,satisfied,Female,Loyal Customer,46,Business travel,Business,3261,2,2,2,2,3,4,4,4,4,4,4,3,4,5,81,62.0
95307,satisfied,Male,Loyal Customer,46,Business travel,Business,2197,2,2,2,2,3,4,5,4,4,4,4,4,4,5,40,27.0
95308,satisfied,Female,Loyal Customer,43,Business travel,Business,532,3,3,3,3,2,5,5,4,4,4,4,3,4,3,0,10.0
95309,satisfied,Male,Loyal Customer,40,Business travel,Business,2535,3,3,3,3,3,5,5,4,4,4,4,5,4,5,0,0.0
95310,neutral or dissatisfied,Female,Loyal Customer,37,Business travel,Business,561,4,1,1,1,2,2,2,4,4,4,4,4,4,1,0,0.0
95311,satisfied,Male,Loyal Customer,36,Business travel,Business,1997,1,1,1,1,5,5,4,4,4,4,4,3,4,4,110,103.0
95312,satisfied,Female,Loyal Customer,22,Business travel,Business,1890,3,3,3,3,4,4,4,4,4,4,2,5,1,4,0,7.0
95313,satisfied,Male,Loyal Customer,48,Business travel,Business,2157,4,4,4,4,4,4,4,3,2,4,5,4,5,4,216,224.0
95314,satisfied,Female,Loyal Customer,53,Business travel,Business,2749,2,2,2,2,4,5,5,4,4,4,4,5,4,5,0,0.0
95315,satisfied,Male,Loyal Customer,49,Business travel,Business,546,3,4,3,3,5,5,1,4,4,4,4,3,4,3,0,0.0
95316,satisfied,Female,Loyal Customer,41,Business travel,Business,1915,5,5,5,5,2,5,5,4,4,4,4,3,4,4,0,6.0
95317,satisfied,Female,Loyal Customer,26,Business travel,Business,1837,3,3,3,3,4,4,4,4,3,2,5,5,4,4,0,0.0
95318,satisfied,Female,Loyal Customer,59,Business travel,Business,1834,4,4,4,4,3,1,3,4,4,4,4,3,4,5,32,14.0
95319,satisfied,Female,Loyal Customer,58,Business travel,Business,565,5,5,5,5,4,4,5,4,4,4,4,4,4,5,53,43.0
95320,satisfied,Male,Loyal Customer,44,Business travel,Business,529,2,2,2,2,2,4,4,4,4,4,4,5,4,4,1,1.0
95321,satisfied,Female,Loyal Customer,42,Business travel,Business,530,4,4,4,4,2,4,5,4,4,4,4,5,4,5,0,0.0
95322,satisfied,Male,Loyal Customer,41,Business travel,Business,559,3,3,3,3,1,1,5,4,4,4,4,4,4,1,0,44.0
95323,satisfied,Male,Loyal Customer,40,Business travel,Business,3933,2,3,2,2,5,5,5,4,4,4,4,3,4,4,0,0.0
95324,satisfied,Male,Loyal Customer,40,Business travel,Business,2607,5,5,5,5,2,4,5,4,4,4,4,4,4,5,0,0.0
95325,satisfied,Male,Loyal Customer,39,Business travel,Business,2698,4,4,4,4,4,5,5,4,4,4,4,3,4,3,18,29.0
95326,satisfied,Female,Loyal Customer,30,Business travel,Business,4804,3,3,3,3,4,4,4,4,3,5,5,3,4,4,0,0.0
95327,satisfied,Female,Loyal Customer,29,Business travel,Business,3827,4,4,4,4,4,4,4,4,5,3,4,4,5,4,0,0.0
95328,satisfied,Female,Loyal Customer,39,Business travel,Business,2928,4,4,4,4,2,5,1,4,4,4,4,5,4,5,27,13.0
95329,satisfied,Female,Loyal Customer,51,Business travel,Business,2136,4,4,4,4,3,5,5,4,4,4,4,5,4,4,45,37.0
95330,satisfied,Female,Loyal Customer,45,Business travel,Business,552,3,3,3,3,5,5,4,4,4,4,4,4,4,5,0,0.0
95331,satisfied,Female,Loyal Customer,25,Business travel,Business,2977,4,4,4,4,4,4,4,4,5,4,1,1,1,4,0,0.0
95332,satisfied,Female,Loyal Customer,60,Business travel,Business,2634,5,5,5,5,5,4,4,4,4,4,4,4,4,3,1,0.0
95333,satisfied,Female,Loyal Customer,59,Business travel,Business,525,5,5,3,5,2,4,5,4,4,4,4,5,4,5,0,0.0
95334,satisfied,Female,Loyal Customer,57,Business travel,Business,553,4,4,4,4,2,5,5,4,4,4,4,3,4,5,26,18.0
95335,satisfied,Male,Loyal Customer,51,Business travel,Business,549,5,5,5,5,1,5,4,4,4,4,4,1,4,2,0,9.0
95336,satisfied,Female,Loyal Customer,51,Business travel,Business,2408,1,1,1,1,2,5,4,4,4,4,4,3,4,4,41,39.0
95337,satisfied,Female,Loyal Customer,50,Business travel,Business,3743,1,1,1,1,2,5,4,4,4,4,4,3,4,5,95,93.0
95338,satisfied,Female,Loyal Customer,47,Business travel,Business,535,2,2,2,2,5,4,5,4,4,4,4,4,4,3,0,1.0
95339,satisfied,Male,Loyal Customer,47,Business travel,Business,539,1,1,1,1,3,4,4,4,4,4,4,3,4,3,8,6.0
95340,satisfied,Female,Loyal Customer,45,Business travel,Business,1963,3,3,4,3,4,5,4,4,4,4,4,3,4,4,0,0.0
95341,satisfied,Female,Loyal Customer,44,Business travel,Business,550,5,5,5,5,4,2,4,4,4,4,4,4,4,5,2,0.0
95342,satisfied,Female,Loyal Customer,40,Business travel,Business,3204,5,5,5,5,5,5,5,4,4,4,4,4,4,4,0,0.0
95343,satisfied,Male,Loyal Customer,34,Business travel,Business,1895,4,4,4,4,4,5,5,4,4,4,4,5,4,4,0,0.0
95344,neutral or dissatisfied,Female,Loyal Customer,31,Business travel,Business,3933,4,3,3,3,4,4,4,4,3,5,3,2,2,4,0,0.0
95345,satisfied,Male,Loyal Customer,28,Business travel,Business,3380,5,5,5,5,4,4,4,4,3,2,5,5,4,4,0,11.0
95346,satisfied,Male,Loyal Customer,27,Business travel,Business,1646,3,3,3,3,4,4,4,4,3,5,5,4,5,4,0,0.0
95347,satisfied,Female,Loyal Customer,26,Business travel,Business,1515,1,1,1,1,4,4,4,4,3,2,4,5,4,4,0,0.0
95348,satisfied,Female,Loyal Customer,25,Business travel,Business,3157,1,1,1,1,4,4,4,4,5,3,3,4,5,4,2,3.0
95349,satisfied,Female,Loyal Customer,24,Business travel,Business,3101,5,5,5,5,4,4,4,4,4,3,5,4,4,4,2,0.0
95350,satisfied,Female,Loyal Customer,56,Business travel,Business,507,4,5,4,4,5,5,4,4,4,4,4,5,4,5,1,0.0
95351,satisfied,Female,Loyal Customer,43,Business travel,Business,2979,3,3,3,3,4,1,4,4,4,4,4,4,4,4,22,32.0
95352,satisfied,Female,Loyal Customer,58,Business travel,Business,504,1,1,2,1,4,5,4,4,4,4,4,4,4,3,0,0.0
95353,satisfied,Male,Loyal Customer,54,Business travel,Business,547,5,5,5,5,3,5,5,4,4,4,4,4,4,5,5,31.0
95354,satisfied,Male,Loyal Customer,50,Business travel,Business,522,3,3,3,3,4,4,4,4,4,4,4,3,4,5,0,0.0
95355,satisfied,Male,Loyal Customer,48,Business travel,Business,532,3,3,3,3,5,4,5,4,4,4,4,5,4,4,0,0.0
95356,satisfied,Male,Loyal Customer,41,Business travel,Business,3464,1,1,1,1,3,5,4,4,4,4,4,4,4,5,2,0.0
95357,satisfied,Male,Loyal Customer,38,Business travel,Business,550,1,1,1,1,2,5,4,4,4,4,4,3,4,3,0,0.0
95358,satisfied,Female,Loyal Customer,33,Business travel,Business,3734,1,1,1,1,5,5,5,4,4,4,4,5,4,4,14,12.0
95359,satisfied,Female,Loyal Customer,28,Business travel,Business,1764,4,4,4,4,4,4,4,4,5,5,5,5,5,4,0,1.0
95360,satisfied,Male,Loyal Customer,58,Business travel,Business,5244,2,2,2,2,4,5,4,4,4,4,4,3,4,5,130,120.0
95361,satisfied,Female,Loyal Customer,51,Business travel,Business,3044,3,3,3,3,4,5,3,4,4,4,4,2,4,4,0,0.0
95362,satisfied,Female,Loyal Customer,50,Business travel,Business,2741,5,5,5,5,5,5,5,4,4,4,4,4,4,5,0,0.0
95363,satisfied,Female,Loyal Customer,49,Business travel,Business,3172,2,2,2,2,5,5,5,4,4,4,4,3,4,3,2,2.0
95364,satisfied,Male,Loyal Customer,38,Business travel,Business,532,3,3,3,3,5,4,5,4,4,4,4,4,4,4,0,0.0
95365,satisfied,Female,Loyal Customer,11,Business travel,Business,4490,3,3,3,3,4,4,4,4,3,5,4,5,5,4,0,0.0
95366,satisfied,Male,Loyal Customer,55,Business travel,Business,544,3,3,3,3,4,5,4,4,4,4,4,5,4,4,0,0.0
95367,satisfied,Female,Loyal Customer,45,Business travel,Business,2900,1,1,1,1,2,5,5,4,4,4,4,5,4,3,2,0.0
95368,satisfied,Female,Loyal Customer,42,Business travel,Business,540,5,5,5,5,2,4,5,4,4,4,4,3,4,4,0,1.0
95369,satisfied,Female,Loyal Customer,38,Business travel,Business,3487,4,4,4,4,4,4,5,4,4,4,4,3,4,4,0,0.0
95370,satisfied,Male,Loyal Customer,36,Business travel,Business,5131,1,3,1,1,4,4,4,1,5,1,5,4,3,4,133,158.0
95371,satisfied,Female,Loyal Customer,33,Business travel,Business,3236,3,3,3,3,2,5,5,4,4,4,4,3,4,5,0,0.0
95372,satisfied,Male,Loyal Customer,33,Business travel,Business,1482,4,4,4,4,4,4,4,4,1,1,5,1,2,4,0,13.0
95373,satisfied,Female,Loyal Customer,31,Business travel,Business,2470,5,5,5,5,4,4,4,4,3,5,4,4,4,4,0,0.0
95374,satisfied,Male,Loyal Customer,63,Business travel,Business,3771,1,1,5,1,3,4,5,4,4,4,4,5,4,4,0,0.0
95375,satisfied,Male,Loyal Customer,37,Business travel,Business,3995,3,3,3,3,2,4,5,4,4,4,4,4,4,4,0,0.0
95376,satisfied,Female,Loyal Customer,30,Business travel,Business,5022,1,1,1,1,4,4,4,4,4,4,5,4,4,4,0,0.0
